"","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"142","Cameroon","Defensa","-DC-DMC-",193,88,"Joel","Matip",1991-08-07 19:00:00,4,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Joel Matip",22,1,0,0,0,0,0,0,0,28,24,4,0,2,0,2,0,5,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
"1","Algeria","Delantero",NA,165,58,"Abdelmoumene","Djabou",1987-01-30 19:00:00,1,"FW","Forward","Abdelmoumene Djabou",27,1,0,1,0,0,0,1,1,17,13,0,1,0,2,2,0,1,0,2,1,0,0,2,1,3,0,0,3,6,2,1,0,0,0
"527","Mexico","Mediocampo","-AMR-",165,62,"Javier","Aquino",1990-02-10 19:00:00,21,"AM(R)","Attacking Midfielder (Right)","Javier Aquino",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730","USA","Delantero","-FW-",184,70,"Aron","Jóhannsson",1990-11-09 19:00:00,17,"FW","Forward","Aron Jóhannsson",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","Colombia","Delantero","-AML-AMR-FW-",186,69,"Víctor","Ibarbo",1990-05-18 19:00:00,12,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Víctor Ibarbo",24,1,0,1,0,0,0,0,0,8,7,0,2,1,-1,1,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0
"602","Russia","Delantero","-AML-",183,74,"Maksim","Kanunnikov",1991-07-13 19:00:00,4,"AM(L)","Attacking Midfielder (Left)","Maksim Kanunnikov",22,1,0,0,0,0,0,0,0,18,14,2,3,2,2,4,0,2,1,2,1,0,0,0,2,2,0,3,1,2,0,0,0,0,0
"492","Japan","Mediocampo",NA,173,72,"Hotaru","Yamaguchi",1990-10-05 19:00:00,9,"M","Midfielder","Hotaru Yamaguchi",23,1,0,0,0,0,0,0,0,85,79,0,1,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,1,1,0,6,5,0,0
"673","Switzerland","Mediocampo","-AMC-AML-AMR-",169,72,"Xherdan","Shaqiri",1991-10-09 19:00:00,6,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Xherdan Shaqiri",22,1,0,0,0,0,0,0,0,35,32,0,0,0,0,2,0,0,1,4,1,0,0,3,0,2,0,7,1,4,1,1,1,0,0
"367","Ghana","Defensa","-DR-",179,75,"Samuel","Inkoom",1989-05-31 19:00:00,22,"D(R)","Defender (Right)","Samuel Inkoom",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Bosnia-Herzegovina","Mediocampo",NA,177,71,"Izet","Hajrovic",1991-08-03 19:00:00,13,"M","Midfielder","Izet Hajrovic",22,1,0,1,0,0,0,0,0,26,24,1,0,0,0,0,0,1,1,1,1,0,0,1,3,1,0,2,1,0,0,0,0,0,0
"239","Croatia","Defensa","-DR-MR-",183,75,"Sime","Vrsaljko",1992-01-09 19:00:00,9,"D(R),M(R)","Defender (Right) / Midfielder (Right)","Sime Vrsaljko",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526","Mexico","Delantero",NA,173,68,"Isaác","Brizuela",1990-08-27 19:00:00,20,"FW","Forward","Isaác Brizuela",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"335","Germany","Delantero","-AMC-AML-AMR-FW-",183,72,"André","Schürrle",1990-11-05 19:00:00,13,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","André Schürrle",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0
"2","Algeria","Mediocampo","-AMC-AML-AMR-",175,67,"Yacine","Brahimi",1990-02-07 19:00:00,2,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Yacine Brahimi",24,1,0,1,0,0,0,1,0,39,33,0,1,3,0,3,0,0,2,3,1,0,0,2,3,1,0,1,2,5,2,2,1,0,0
"150","Cameroon","Defensa","-DC-",184,85,"Dany","Nounkeu",1986-04-10 18:00:00,12,"D(C)","Defender (Center)","Dany Nounkeu",28,0,1,0,0,0,0,0,0,12,9,0,2,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","Iran","Mediocampo","-AMC-AML-AMR-",184,73,"Masoud","Shojaei",1984-06-08 19:00:00,11,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Masoud Shojaei",30,1,0,1,1,0,0,0,0,16,10,0,3,2,2,4,0,1,2,0,0,0,0,0,2,0,0,2,0,1,0,1,1,0,0
"85","Belgium","Delantero","-FW-",190,94,"Romelu","Lukaku",1993-05-12 19:00:00,16,"FW","Forward","Romelu Lukaku",21,1,0,1,0,0,0,0,0,10,7,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0
"8","Algeria","Arquero",NA,190,83,"Rais","M'Bolhi",1986-04-24 18:00:00,8,"GK","Goalkeeper","Rais M'Bolhi",28,1,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0
"460","Italy","Arquero","-GK-",188,74,"Mattia","Perin",1992-11-09 19:00:00,23,"GK","Goalkeeper","Mattia Perin",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"662","Spain","Arquero","-GK-",192,76,"David","de Gea",1990-11-06 19:00:00,18,"GK","Goalkeeper","David de Gea",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"555","Nigeria","Delantero","-FW-",182,82,"Emmanuel","Emenike",1987-05-09 19:00:00,3,"FW","Forward","Emmanuel Emenike",27,1,0,0,0,0,0,0,1,31,22,5,1,2,0,0,0,0,0,4,2,0,0,5,9,1,0,5,0,2,0,2,0,1,0
"403","Honduras","Mediocampo","-MR-",166,66,"Marvin","Chávez",1983-11-02 19:00:00,12,"M(R)","Midfielder (Right)","Marvin Chávez",30,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"311","France","Mediocampo","-AML-AMR-FW-",176,67,"Antoine","Griezmann",1991-03-20 19:00:00,12,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Antoine Griezmann",23,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
"431","Iran","Arquero","-GK-",192,85,"Daniel","Davari",1988-01-05 19:00:00,17,"GK","Goalkeeper","Daniel Davari",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","Germany","Mediocampo","-AMC-AML-AMR-FW-",176,64,"Mario","Götze",1992-06-02 19:00:00,2,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Mario Götze",22,1,0,1,0,0,0,1,0,27,23,0,1,4,1,2,0,1,1,2,2,0,0,0,2,0,0,2,0,1,1,1,1,0,0
"107","Bosnia-Herzegovina","Defensa","-DC-",185,83,"Ermin","Bicakcic",1990-01-23 19:00:00,15,"D(C)","Defender (Center)","Ermin Bicakcic",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645","Spain","Mediocampo","-MC-ML-MR-",176,72,"Jorge","Resurrección",1992-01-07 19:00:00,1,"M(CLR)","Midfielder (Center, Left, Right)","Koke",22,0,1,0,0,0,0,0,0,62,56,0,0,6,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,7,6,1,0
"50","Australia","Defensa",NA,180,77,"Ivan","Franjic",1987-09-09 19:00:00,4,"D","Defender","Ivan Franjic",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
"337","Germany","Defensa","-DC-DR-",184,73,"Shkodran","Mustafi",1992-04-16 19:00:00,15,"D(CR)","Defender (Center, Right)","Shkodran Mustafi",22,0,1,0,0,0,0,0,0,27,24,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"49","Australia","Delantero",NA,181,81,"Mathew","Leckie",1991-02-03 19:00:00,3,"FW","Forward","Mathew Leckie",23,1,0,0,0,0,0,0,0,26,23,2,1,0,3,2,0,0,0,2,1,0,0,2,4,5,0,2,1,0,0,1,1,0,0
"63","Australia","Arquero",NA,184,73,"Matthew","Ryan",1992-04-07 19:00:00,17,"GK","Goalkeeper","Matthew Ryan",22,1,0,0,0,0,0,0,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,5,0,0
"299","England","Defensa","-DC-DMC-DR-",185,72,"Phil","Jones",1992-02-20 19:00:00,23,"D(CR),DM(C)","Defender (Center, Right) / Defensive Midfielder (Center)","Phil Jones",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"14","Algeria","Defensa","-DL-",186,80,"Faouzi","Ghoulam",1991-01-31 19:00:00,14,"D(L)","Defender (Left)","Faouzi Ghoulam",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","Greece","Mediocampo",NA,165,61,"Ioannis","Fetfatzidis",1990-12-20 19:00:00,12,"M","Midfielder","Ioannis Fetfatzidis",23,1,0,1,0,0,0,0,0,5,6,0,0,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,0,0
"638","South Korea","Arquero",NA,194,90,"Bum-Young","Lee",1989-04-01 18:00:00,17,"GK","Goalkeeper","Lee Bum-Young",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","Chile","Mediocampo","-DMC-",175,64,"Felipe","Gutierrez",1990-10-07 19:00:00,14,"DM(C)","Defensive Midfielder (Center)","Felipe Gutierrez",23,0,1,0,0,0,0,0,0,18,14,3,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0
"535","Netherlands","Defensa","-DC-",189,78,"Stefan","de Vrij",1992-02-04 19:00:00,6,"D(C)","Defender (Center)","Stefan de Vrij",22,1,0,0,0,0,0,0,0,62,51,1,1,3,0,0,0,6,1,0,0,2,0,0,0,1,0,1,0,0,0,11,5,0,0
"683","Switzerland","Defensa","-DC-",186,85,"Fabian","Schär",1991-12-19 19:00:00,16,"D(C)","Defender (Center)","Fabian Schär",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711","Uruguay","Mediocampo","-AMC-AML-AMR-FW-",183,77,"Gastón","Ramírez",1990-12-01 19:00:00,21,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Gastón Ramírez",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23","Algeria","Arquero",NA,186,82,"Mohamed","Zemmamouche",1985-03-18 19:00:00,23,"GK","Goalkeeper","Mohamed Zemmamouche",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Australia","Defensa","-DL-",180,72,"Jason","Davidson",1991-06-28 19:00:00,2,"D(L)","Defender (Left)","Jason Davidson",22,1,0,0,0,0,0,0,0,40,30,4,0,1,4,3,0,1,1,0,0,1,0,0,0,2,0,0,1,2,0,5,1,0,0
"350","Ghana","Defensa","-DC-DR-",188,83,"Jonathan","Mensah",1990-07-12 19:00:00,5,"D(CR)","Defender (Center, Right)","Jonathan Mensah",23,1,0,0,0,0,0,0,0,43,35,1,0,3,2,0,1,12,0,1,0,1,0,1,1,0,0,0,0,0,0,8,7,1,1
"361","Ghana","Mediocampo","-AMC-",173,69,"Emmanuel","Badu",1990-12-01 19:00:00,16,"AM(C)","Attacking Midfielder (Center)","Emmanuel Badu",23,0,1,0,0,0,0,0,0,6,6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573","Nigeria","Delantero",NA,194,86,"Michael","Uchebo",1990-02-02 19:00:00,21,"FW","Forward","Michael Uchebo",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Italy","Delantero","-AML-FW-",163,59,"Lorenzo","Insigne",1991-06-03 19:00:00,18,"AM(L),FW","Attacking Midfielder (Left) / Forward","Lorenzo Insigne",23,0,1,0,0,0,0,0,0,18,14,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,1,2,0,0,1,0,0,0
"171","Chile","Defensa","-DL-",171,73,"Eugenio","Mena",1988-07-17 19:00:00,10,"D(L)","Defender (Left)","Eugenio Mena",25,1,0,0,1,0,0,0,0,24,17,0,0,3,2,1,0,1,3,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"679","Switzerland","Delantero","-AMR-FW-",181,70,"Josip","Drmic",1992-08-07 19:00:00,12,"AM(R),FW","Attacking Midfielder (Right) / Forward","Josip Drmic",21,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Ivory Coast","Defensa","-DC-DL-DR-MR-",176,76,"Serge","Aurier",1992-12-23 19:00:00,1,"D(CLR),M(R)","Defender (Center, Left, Right) / Midfielder (Right)","Serge Aurier",21,1,0,0,0,0,0,0,0,24,19,3,1,3,2,0,0,3,0,2,1,1,0,1,5,2,0,0,1,11,1,1,0,0,0
"384","Greece","Mediocampo","-DMC-",189,80,"Andreas","Samaris",1989-06-12 19:00:00,16,"DM(C)","Defensive Midfielder (Center)","Andreas Samaris",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"432","Iran","Mediocampo",NA,180,66,"Ghasem","Haddadifar",1983-07-11 19:00:00,18,"M","Midfielder","Ghasem Haddadifar",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","Ecuador","Mediocampo",NA,174,74,"Enner","Valencia",1989-11-03 19:00:00,1,"M","Midfielder","Enner Valencia",24,1,0,0,1,0,0,2,0,20,15,3,3,2,0,3,0,1,0,4,3,0,0,0,4,5,1,-1,4,1,0,0,0,1,0
"630","South Korea","Defensa",NA,184,78,"Young-Gwon","Kim",1990-02-26 19:00:00,9,"D","Defender","Kim Young-Gwon",24,1,0,0,0,0,0,0,0,45,40,2,4,0,1,1,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,9,7,0,0
"632","South Korea","Mediocampo",NA,183,73,"Kook-Young","Han",1990-04-18 19:00:00,11,"M","Midfielder","Han Kook-Young",24,1,0,1,1,0,0,0,0,33,31,1,1,1,1,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0
"292","England","Mediocampo","-MC-ML-MR-",180,70,"Alex","Oxlade-Chamberlain",1993-08-14 19:00:00,16,"M(CLR)","Midfielder (Center, Left, Right)","Alex Oxlade-Chamberlain",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Mexico","Delantero",NA,175,68,"Alan","Pulido",1991-03-07 19:00:00,16,"FW","Forward","Alan Pulido",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","Ghana","Delantero","-FW-",172,71,"Majeed","Waris",1991-09-18 19:00:00,20,"FW","Forward","Majeed Waris",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634","South Korea","Mediocampo","-AMC-",178,70,"Bo-Kyung","Kim",1989-10-05 19:00:00,13,"AM(C)","Attacking Midfielder (Center)","Kim Bo-Kyung",24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618","Russia","Arquero","-GK-",187,82,"Juri","Lodygin",1990-05-25 19:00:00,20,"GK","Goalkeeper","Juri Lodygin",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Bosnia-Herzegovina","Defensa",NA,186,76,"Ognjen","Vranjes",1989-10-23 19:00:00,22,"D","Defender","Ognjen Vranjes",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"408","Honduras","Mediocampo",NA,171,69,"Andy","Najar",1993-03-15 19:00:00,17,"M","Midfielder","Andy Najar",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","Iran","Defensa","-DR-",178,78,"Steven","Beitashour",1987-01-31 19:00:00,23,"D(R)","Defender (Right)","Steven Beitashour",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","Honduras","Arquero",NA,180,78,"Donis","Escober",1981-02-02 19:00:00,18,"GK","Goalkeeper","Donis Escober",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"407","Honduras","Arquero",NA,179,80,"Noel","Valladares",1977-05-02 19:00:00,16,"GK","Goalkeeper","Noel Valladares",37,1,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0
"397","Honduras","Mediocampo","-AMC-AMR-",176,69,"Óscar","García",1984-09-03 19:00:00,6,"AM(CR)","Attacking Midfielder (Center, Right)","Óscar García",29,1,0,1,0,0,0,0,0,31,22,0,0,2,0,1,0,0,0,1,1,0,0,2,1,3,0,2,2,3,2,2,1,0,0
"401","Honduras","Delantero","-FW-",186,75,"Jerry","Bengtson",1987-04-07 19:00:00,10,"FW","Forward","Jerry Bengtson",27,1,0,0,1,0,0,0,0,17,12,2,2,1,0,2,0,3,0,2,1,-1,0,0,0,1,0,1,3,0,0,3,3,0,0
"399","Honduras","Defensa",NA,187,86,"Osman","Chávez",1984-07-28 19:00:00,8,"D","Defender","Osman Chávez",29,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"411","Honduras","Delantero",NA,181,81,"Jerry","Palacios",1982-05-12 19:00:00,20,"FW","Forward","Jerry Palacios",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Bosnia-Herzegovina","Mediocampo",NA,172,67,"Edin","Visca",1990-02-16 19:00:00,11,"M","Midfielder","Edin Visca",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16","Algeria","Mediocampo","-MC-ML-",180,73,"Saphir","Taïder",1992-02-28 19:00:00,16,"M(CL)","Midfielder (Center, Left)","Saphir Taïder",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"321","France","Mediocampo","-AMC-AML-AMR-",172,66,"Rémy","Cabella",1990-03-07 19:00:00,22,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Rémy Cabella",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Australia","Defensa",NA,184,84,"Bailey","Wright",1992-07-27 19:00:00,18,"D","Defender","Bailey Wright",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","Mexico","Defensa",NA,176,81,"Miguel","Ponce",1989-04-11 19:00:00,23,"D","Defender","Miguel Ponce",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"525","Mexico","Defensa",NA,189,66,"Diego","Reyes",1992-09-18 19:00:00,19,"D","Defender","Diego Reyes",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625","South Korea","Mediocampo","-MC-ML-MR-",183,75,"Ja-Cheol","Koo",1989-02-26 19:00:00,4,"M(CLR)","Midfielder (Center, Left, Right)","Koo Ja-Cheol",25,1,0,0,0,0,0,1,0,38,34,3,2,2,2,0,0,2,0,2,2,0,0,0,0,3,1,7,2,1,0,4,4,0,0
"153","Cameroon","Delantero","-FW-",176,82,"Vincent","Aboubakar",1992-01-21 19:00:00,15,"FW","Forward","Vincent Aboubakar",22,1,0,1,0,0,0,0,0,17,16,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,4,2,2,0,1,1,0,0
"259","Ecuador","Defensa",NA,190,78,"Frickson","Erazo",1988-05-04 19:00:00,6,"D","Defender","Frickson Erazo",26,1,0,0,0,0,0,0,0,28,23,1,2,0,2,1,0,9,0,1,0,0,0,1,0,0,0,0,1,0,0,5,4,0,0
"395","Honduras","Defensa",NA,180,76,"Juan Carlos","García",1988-03-07 19:00:00,4,"D","Defender","Juan Carlos García",26,0,1,0,0,0,0,0,0,25,19,1,4,5,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,1,0,0
"247","Croatia","Mediocampo","-AMC-",180,65,"Marcelo","Brozovic",1992-11-15 19:00:00,17,"AM(C)","Attacking Midfielder (Center)","Marcelo Brozovic",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"276","Ecuador","Delantero","-AMR-",174,69,"Renato","Ibarra",1991-01-19 19:00:00,23,"AM(R)","Attacking Midfielder (Right)","Renato Ibarra",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270","Ecuador","Arquero",NA,186,76,"Adrian","Bone",1988-09-07 19:00:00,17,"GK","Goalkeeper","Adrian Bone",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","Colombia","Defensa","-DR-",175,72,"Santiago","Arias",1992-01-12 19:00:00,13,"D(R)","Defender (Right)","Santiago Arias",22,0,1,0,0,0,0,0,0,8,7,0,0,1,1,1,0,1,2,0,0,0,0,1,0,0,0,0,0,-1,0,1,0,0,0
"674","Switzerland","Mediocampo","-AMC-",185,82,"Granit","Xhaka",1992-09-26 19:00:00,7,"AM(C)","Attacking Midfielder (Center)","Granit Xhaka",21,1,0,0,0,0,0,1,0,49,40,1,7,1,1,1,0,0,2,4,1,0,0,2,0,1,1,0,2,2,0,2,2,0,0
"210","Costa Rica","Defensa",NA,184,85,"Oscar","Duarte",1989-06-02 19:00:00,3,"D","Defender","Oscar Duarte",25,1,0,0,0,0,0,0,0,34,31,1,0,2,2,1,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0,3,3,0,0
"318","France","Defensa","-DL-",178,74,"Lucas","Digne",1993-07-19 19:00:00,19,"D(L)","Defender (Left)","Lucas Digne",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","Algeria","Defensa","-DL-DR-",186,78,"Aissa","Mandi",1991-10-21 19:00:00,3,"D(LR)","Defender (Left, Right)","Aissa Mandi",22,1,0,0,0,0,0,0,0,24,21,1,1,2,2,1,0,3,2,0,0,1,0,1,0,3,0,0,0,2,1,0,0,0,0
"412","Honduras","Defensa",NA,196,75,"Juan Pablo","Montes",1985-10-25 19:00:00,21,"D","Defender","Juan Pablo Montes",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","Mexico","Delantero",NA,175,67,"Carlos","Peña",1990-03-28 18:00:00,18,"FW","Forward","Carlos Peña",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546","Netherlands","Mediocampo","-MC-",169,66,"Jordy","Clasie",1991-06-26 19:00:00,17,"M(C)","Midfielder (Center)","Jordy Clasie",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Netherlands","Defensa","-DC-DL-",187,76,"Bruno","Martins Indi",1992-02-07 19:00:00,14,"D(CL)","Defender (Center, Left)","Bruno Martins Indi",22,1,0,1,0,0,0,0,0,27,22,0,1,1,0,2,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,6,4,0,0
"542","Netherlands","Arquero","-GK-",187,82,"Jasper","Cillessen",1989-04-21 19:00:00,13,"GK","Goalkeeper","Jasper Cillessen",25,1,0,0,0,0,0,0,0,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,0
"161","Cameroon","Arquero",NA,190,78,"Sammy","Ndjock",1990-02-24 19:00:00,23,"GK","Goalkeeper","Sammy Ndjock",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96","Bosnia-Herzegovina","Defensa",NA,180,80,"Muhamed","Besic",1992-09-09 19:00:00,4,"D","Defender","Muhamed Besic",21,1,0,0,0,0,0,0,0,80,70,0,1,4,4,3,0,1,2,2,0,0,0,2,4,0,0,2,0,0,0,4,3,0,0
"364","Ghana","Mediocampo","-DMC-",179,70,"Afriyie","Acquah",1992-01-04 19:00:00,19,"DM(C)","Defensive Midfielder (Center)","Afriyie Acquah",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
